link,description,influencer,filename,place_name,type,address,isEvent
https://www.instagram.com/reel/C1_xe75x6i6/3278556683932510394,"🇯🇵 MUST TRY FOODS IN KYOTO 🍡

🍣 Kyoto is one of the ULTIMATE food destinations of Japan

🏬 Arashiyama is a MUST-VISIT destination in Kyoto, most famous for its gorgeous bamboo forest but don’t skip the delicious street food here! 

⭐️ Here are 4 must-try foods in Arashiyama! 🎍

1️⃣ Mitarashi Dango - Arashiyama Kotoimo Honpo

🍡 Traditional Japanese rice flour dumplings that are skewered onto sticks and are covered with a sweet soy sauce glaze 

2️⃣ Sweet Potato Fries 

🍠 Sweet potato fries glazed in sweet honey! They come in 3 thicknesses - paper thin crisps, chunky roasted potatoes and the iconic French fry style 

3️⃣ Fried fishcake skewers - @yoshiya_arashiyama (halal friendly)
🍤 With the perfectly crispy outer coating, these fried fish sticks are always piping hot so be careful when you chow down! 

4️⃣ More dango - Terakoya Honpo 
🍡With seasonal flavours, these are the prettiest dango you’ll ever see! They’re super fresh and if you happen to see the milk dango, I highly recommend it! 
.
.
.
#japan#kyoto #traveljapan #visitjapan #visitjapanjp #japanesefood #japantravel #japfood #japanesefoods #japanesefoodlover #dotonburi #osakafood #osakajapan #osakacafe #streetfood #musttry #musttryfood #reelsinstagram #foodreels @japan.explores @tokyo.explores",fantasticfeastz,2024-01-12_10-16-25_UTC.mp4,Terakoya Honpo,Japan,"Terakoya Honpo, Arashiyama, Kyoto",
https://www.instagram.com/reel/C1_2KnTP9CY/3278577277654257816,"【NARUTO疾風伝フィギュア うちはオビト】

今回は箱系フィギュアを200円でプロッぽくサクッと取ってみました。
橋渡し設定では、倉庫系と言われる様なパワーがかなり入っていてアームもMAXまで開く台が私は好きで良くプレイするのですが、その様な台の場合は動画の様に力で回して落としちゃう事が出来るので是非やってみて下さい！！
(ナルト疾風伝フィギュアまで集め出したらもう棚に入らないからやめようと思っていたのですが、落としたい衝動がそれを越えていきました、、、)

あと、最近よく言われるのですが私はクレゲのプロではなく美容師で、ただのクレゲ好き(クレゲ病ではある)一般人ですのでお間違いなく　笑

●あくまでGETする一例ですので、どこのゲームセンターでも出来るという訳ではありませんのでご注意下さい。
●シールドの高さやパワーの入り具合、爪の角度、アームの捩れ具合などなど色々と要素があり、お店によって、台によってこの設定具合が違いますのであくまで参考程度にご視聴下さい。
・
・
・
・
・

#クレーンゲーム攻略
#クレゲ #クレーンゲーム
#クレーンゲーム動画
#クレーンゲーム景品
#クレーンゲーム初心者
#ufoキャッチャー
#ufoキャッチャー動画
#ユーフォーキャッチャー
#cranegame#clawmachine
#夾娃娃機#夾公仔機
#인형뽑기",kenkenpapakenpapa,2024-01-12_10-55-28_UTC.mp4,It's impossible to determine the location of the arcade based solely on the provided OCR text and caption.  The caption discusses crane game techniques but doesn't mention a specific arcade's name or address.,,It's impossible to determine the location of the arcade based solely on the provided OCR text and caption.  The caption discusses crane game techniques but doesn't mention a specific arcade's name or address.,
https://www.instagram.com/reel/C1__At5vV7i/3278616179966303970,"Traditional Japanese restaurant in Tokyo 😍

📍Hinadoriyama, Tokyo🇯🇵
🗺️1602-4 Kamiyugi, Hachioji, Tokyo 192-0373

🍢🍲Traditional Japanese restaurant that specializes in Iroriyaki (skewered food you cook over a charcoal grill yourself) and tofu nabe. Everything was so delicious! 😋

If you are looking for a culinary experience full of flavor, and tradition, Hinadoriyama is worth checking out. 🙆‍♀️

🔖Save this for your future trip to Japan! 

#japan #tokyo",taka.lovemari,2024-01-12_12-13-25_UTC.mp4,Hinadoriyama,Restaurant,"Hinadoriyama,1602-4 Kamiyugi, Hachioji, Tokyo, Japan",no
https://www.instagram.com/reel/C2AO4uzuTmz/3278685999927474611,"one of the best things i did in korea was get my color analysis test done 🇰🇷🫶🏼 i loved how detailed they were and they really customized all their recommendations to you!! i think i like my makeup more now?? 🤭

#koreabeauty #travelkorea #koreatravelguide #koreatravels #koreatrip #seoultravel #travelseoul #seoultrip #koreatrend #coloranalysis",joelleau,2024-01-12_14-33-29_UTC.mp4,Olive Young,South Korea,"Olive Young, Seoul",
https://www.instagram.com/reel/C2A2m2lyutA/3278860693193550656,🍿The bean bag chairs make a movie experience a whole another level 🥹✨#cgv #cgvyeonnam #cgv연남점 #korea,foodieonfleek,2024-01-12_20-19-37_UTC.mp4,CGV Yeonnam,Movie Theater,"CGV Yeonnam, Seoul, South Korea",no
https://www.instagram.com/reel/C2CbTs6yA7V/3279303579835829973,"SAVE THIS! The water droplet cafe in Seoul
-
📍 Morning Calm Coffee Lab - 384-7 Yeonnam-dong, Mapo-gu, Seoul, South Korea.
-
Nestled in the vibrant Yeonnam-dong neighborhood, Morning Calm Coffee Lab stands as a serene retreat for coffee enthusiasts and those seeking peace in the bustling city of Seoul. Here’s why this cafe is a hidden gem in Seoul and a must-visit:

📌 Zen-like Ambiance: The cafe’s unique feature of gently falling water droplets creates a tranquil and meditative environment.
📌 Illuminating Decor: The main floor boasts an impressive light installation, contributing to the mellow atmosphere.
📌 Downstairs Stream: A calm stream flows on the lower level, complete with aesthetic ripples from dripping water, enhancing the peaceful setting.
📌 Signature Cream-based Coffees and Desserts: Visitors rave about their delicious cream-based coffees and unique desserts like the apple crumble with brown cheese, offering a distinct and delightful taste.

Drinks & Dessert
1) creme de la creme <morning calm coffee lab signature drink>
2) Oat spanner
3) Lemonade
4) Apple Crumble

-
Morning Calm Coffee Lab isn’t just a cafe; it’s a refreshing journey into tranquility. Its combination of serene settings, aesthetic decor, and delightful flavors make it a standout destination in Seoul.
-
#MorningCalmCoffeeLab #SeoulCafes #uniqueseoulcafe #yeonnamdong #연남동카페추천  #esyfilms #hiddeninseoul",esyfilms,2024-01-13_10-58-17_UTC.mp4,Morning Calm Coffee Lab,South Korea,"Morning Calm Coffee Lab, 384-7 Yeonnam-dong, Mapo-gu, Seoul",
https://www.instagram.com/reel/C2D6Rq7IzE_/3279721254673920319,"Comment if you have been to this places ! or 
🏷 tag a friend you’d like to go with 🇰🇷🎀
.
📸 : @lili_kr_0419 
@seoul.southkorea @korean_adventure 
.

.

#seoul #korea #southkorea #kpop #bts #korean #kdrama #seoulkorea #love #travel #blackpink #tokyo #koreanstyle #fashion #japan #army #photography #jungkook #jimin #koreandrama #like #exo #busan #asia #paris #follow #newyork #twice #btsarmy #china",lili_kr_0419,2024-01-14_01-06-33_UTC.mp4,Bukchon Hanok Village,South Korea,"Bukchon Hanok Village, Seoul",
https://www.instagram.com/reel/C2D6Rq7IzE_/3279721254673920319,"Comment if you have been to this places ! or 
🏷 tag a friend you’d like to go with 🇰🇷🎀
.
📸 : @lili_kr_0419 
@seoul.southkorea @korean_adventure 
.

.

#seoul #korea #southkorea #kpop #bts #korean #kdrama #seoulkorea #love #travel #blackpink #tokyo #koreanstyle #fashion #japan #army #photography #jungkook #jimin #koreandrama #like #exo #busan #asia #paris #follow #newyork #twice #btsarmy #china",lili_kr_0419,2024-01-14_01-06-33_UTC.mp4,Gyeongbokgung Palace,South Korea,"Gyeongbokgung Palace, Seoul",
https://www.instagram.com/reel/C2D6Rq7IzE_/3279721254673920319,"Comment if you have been to this places ! or 
🏷 tag a friend you’d like to go with 🇰🇷🎀
.
📸 : @lili_kr_0419 
@seoul.southkorea @korean_adventure 
.

.

#seoul #korea #southkorea #kpop #bts #korean #kdrama #seoulkorea #love #travel #blackpink #tokyo #koreanstyle #fashion #japan #army #photography #jungkook #jimin #koreandrama #like #exo #busan #asia #paris #follow #newyork #twice #btsarmy #china",lili_kr_0419,2024-01-14_01-06-33_UTC.mp4,N Seoul Tower,South Korea,"N Seoul Tower, Seoul",
https://www.instagram.com/reel/C2D6Rq7IzE_/3279721254673920319,"Comment if you have been to this places ! or 
🏷 tag a friend you’d like to go with 🇰🇷🎀
.
📸 : @lili_kr_0419 
@seoul.southkorea @korean_adventure 
.

.

#seoul #korea #southkorea #kpop #bts #korean #kdrama #seoulkorea #love #travel #blackpink #tokyo #koreanstyle #fashion #japan #army #photography #jungkook #jimin #koreandrama #like #exo #busan #asia #paris #follow #newyork #twice #btsarmy #china",lili_kr_0419,2024-01-14_01-06-33_UTC.mp4,Parnas,South Korea,"Parnas, Seoul",
https://www.instagram.com/reel/C2D9N6UpGSw/3279734190469571760,"I MET A CAPYBARA they’re so gentle and sweet😭🥹 Had no idea what they were until this trip but I was immediately obsessed and had to go meet one🤣 @capyneko.cafe_capybara_cat 

#capybara #capybaras #japan #japantrip #japantravel #tokyo #asiatrip #cats #catsofinstagram #catlover #animalcafe #cafe #catcafe #tokyojapan #animallovers",celinelinarte,2024-01-14_01-15-42_UTC.mp4,Capy Neko Cafe,Japan,"Capy Neko Cafe, Kichijoji, Tokyo",
https://www.instagram.com/reel/C2Em-3wLXWs/3279917874871629228,"부산에선 고기 먹을때 이런 뷰를 보면서 먹습니다🌅.. (광고)

부산 여행오면 요정도 뷰는 다 기대하고 오잖아요? (⸝⸝⍢⸝⸝)
이곳은 휴양지 느낌이 나서 유명해진 고깃집인데, 
전 부산 송정의 바다뷰와+노을뷰에 반하고 왔습니다..💛
(위치 및 메뉴 가격 정보 제일 아래에⬇️)

메인 메뉴인 (목살, 갈빗살, 덜미살) 세트 메뉴와, 신메뉴로 나온 갈비찜 정식까지 먹어보고 왔어요🍖
메뉴들 맛은 전부 다 기본 이상 합니다. 
고기도 다 구워주고, 사이드도 오마카세 느낌 살짝콩 날 정도로 다양하고 + 퀄리티 좋았어요!
(✔️다 담아오진 못해서, 네이버 블로그 꼭 검색해보셔요)

펼쳐진 바다뷰 하나로도 갈 이유가 충분한 곳입니다 :)
같이 사먹으러 갈사람 태그해쥬기💗

🎈#송정 #랍스 @lafs.in.busan 
🏠 해운대구 송정구덕포길 144 (11:30~21:30 영업, 15:00~17:00 브레이크타임, 주말엔 브레이크 없음)
✅영상 속 메뉴 : 포크 2인세트(59000원)
✅신메뉴 : 갈비찜, 라면
✅1층, 2층, 야외 좌석까지 자리 넉넉합니다~
✔️#담니_부산",damni_ee,2024-01-14_07-19-21_UTC.mp4,랍스,South Korea,"랍스, 해운대구 송정구덕포길 144, 부산",
https://www.instagram.com/reel/C2FURXVLSsY/3280117057821944600,"Traditonal Korean home meal, It made me miss my mom

One word to the world
""Korea is safe! Just enjoy it"" @spixykorean 

📍Sigol Bapsang Itaewon[시골밥상 이태원]
235 Itaewon-ro, Yongsan-gu, Seoul
 
Menu
$8.3 Sigol Bapsang

🚩Today‘s expression
Even though it wasn’t a fancy place, it brought back fond memories of my mom.
화려한 곳은 아니었지만, 엄마에 대한 그리운 추억이 떠올랐어요
[hwalyeohan gos-eun anieossjiman, eomma-e daehan geuliun chueog-i tteoollass-eoyo] 

🚩Today‘s words
Countryside/시골/sigol
Fancy/화려한/hwalyeohan
Serve/제공하다/jegonghada
Sit down/앉다/anjda
homesickness/향수병/hyangsubyeong
Count on/의존하다/uijonhada
Feel down/마음이 울적하다/ma-eum-i uljeoghada
Kitchen/주방/jubang

📺 Thanks for watching
💾 Please save and share for later
 

#koreanculture #koreanthings #koreAlo #travelseoul #streetinterview #foodinkorea #koreanfood #seoulfood #foodinseoul #koreanrestaurant #restaurantinseoul #iteawon",dailydoseof.korean,2024-01-14_13-54-40_UTC.mp4,Sigol Bapsang Itaewon,South Korea,"Sigol Bapsang Itaewon, 235 Itaewon-ro, Yongsan-gu, Seoul",
https://www.instagram.com/reel/C2JnBFZPPyr/3281325401841663147,"𝗠𝗜𝗖𝗛𝗘𝗟𝗜𝗡 𝗥𝗔𝗠𝗘𝗡 𝗦𝗘𝗢𝗨𝗟 < $𝟭𝟳 ! ⬇️

Sarukame Ramen is on the Michelin Guide Seoul 2024 list! There is a bit of a queue for this popular ramen joint located in the trendy Yeonnam neighbourhood - there were already people lining up for it even before their opening time at 11.30 and I had to wait about 30 minutes before I managed to get a seat

The MUST TRY here is their famous clam ramen complate with half a crab, soft boiled eggs, al dente noodles and generous slices of ham I paid 14,800 Korean Won for this and it was worth every cent!

Sarukame Ramen, 15 Yeonnam-ro, Mapo-gu, Seoul, South Korea 사루카메일본 라멘 서울 마포구 연남로 15 1층 (enter this into Naver or Kakao Maps for Navigation purposes)

Click on the South Korea flag in my profile for more Seoul recommendations!

𝙁𝙤𝙡𝙡𝙤𝙬 @phatlifeproject for more PHAT things to see, eat and do!

#ramen #ramenrestaurant #bestramen #ramenrestaurants #michelinguide #michelinseoul #seoulkorea",phatlifeproject,2024-01-16_06-05-56_UTC.mp4,Sarukame Ramen,South Korea,"Sarukame Ramen, 15 Yeonnam-ro, Mapo-gu, Seoul",
https://www.instagram.com/reel/C2Jq42vPqPp/3281342428534973417,"KOREA’S VIRAL HANWOO BEEF BRISKET 🇰🇷🥩🔥

Unexpectedly trying out the viral Hanwoo beef brisket thanks to some friends I met in Korea. So is it worth the hype?! The beef brisket is definitely a feast for the eyes and all the courses were super delicious. Overall, the quality of the beef was great and it is definitely a unique experience worth having once! 
 We ordered the Mi Set which is recommended for 3-4 people. This included: 
✨ Beef Brisket Sushi (4 pieces)
✨ Sirloin (Served with shiitake mushroom & leek)
✨ Beef Brisket

📍Hanmiok @hanmiok0616 (277-31 Nonhyeon-dong Gangnam-gu Seoul)

#seoul #koreanfood #solotravel #beefbrisket #koreanbbq #southkorea #solottaveler #seoultravel #exploreseoul #visitseoul #discoverseoul",karen.explores,2024-01-16_06-29-13_UTC.mp4,Hanmiok,South Korea,"Hanmiok, 277-31 Nonhyeon-dong Gangnam-gu Seoul, Seoul",
https://www.instagram.com/reel/C2KFCdiSBt_/3281457437878000511,"🎀 just cuteness
@nyu_nyu_official @nyunyu_seoul 

📍NYU NYU Myeongdong branch 
Address: right next to “Cafe de Paris” 
53-1 Myeong-dong 2 ga, Jung-gu, Seoul 
서울특별시 중구 명동2가 55-16

#seoul #korea #seoulkorea #koreanshop #shopping 
#accessories #cute #koreanfashion #koreatravel #reelskorea #koreanstyle #nyunyu #myeongdong #explore #foryou",hereis_jess,2024-01-16_10-25-20_UTC.mp4,NYU NYU Myeongdong branch,South Korea,"NYU NYU Myeongdong branch,53-1 Myeong-dong 2 ga, Jung-gu, Seoul, Seoul",
https://www.instagram.com/reel/C2KMd7lS8C6/3281490111892275386,"🎉🍓いちご好き必見！｢あまおう｣を贅沢に使った｢あまおうスイーツフェア｣🍓🎉
福岡・中央区春吉にある【Mei cafe(@_mei_cafe)】さん
.
︎︎︎︎《いちごフェアスイーツ》
︎︎︎︎☑︎あまおうクレープ／2,200円
︎︎︎︎☑︎いちごティラミス／980円
︎︎︎︎☑︎いちごバターシュガークレープ／1,650円
︎︎︎︎☑︎いちご紅茶バターシュガークレープ／1,680円
︎︎︎︎☑︎いちごパフェ／1,900円
︎︎︎︎☑︎いちごアフォガード／1,280円
.
福岡屈指のオシャレホテル｢HOTEL Mei｣さんの1階にあるカフェ🥰
毎年大人気の｢いちごスイーツフェア｣は、今年はさらにパワーアップし6種類のスイーツが登場🍓❣️
どれも｢あまおう｣を贅沢に使っていて、いちご好きにはたまらなかったです🥹💕
.
イチオシの｢あまおうフラワークレープ｣は、なんとあまおうを10粒使用！
ぎっしり並ぶあまおうが圧巻で、インパクト抜群でしたよ😍
クリームはフルーツサンドに使っているクリームと同じだそうで、ミルク感のある練乳のような甘さが広がりました🧁
どこから食べても苺が堪能できて、とてもおいしかったです🫶🏻
.
｢いちごティラミス｣は毎年大人気で、いちごフェアでははずせないメニュー☺️💓
自家製ティラミスクリームに自家製エスプレッソを染み込ませたスポンジ、間には苺がごろごろと♪
とろっとしたなめらかクリームにエスプレッソのほろ苦さがアクセントに☕️
.
お皿にねかせたスタイルで提供される｢いちごクレープ｣は、2種類🍓
バターをたっぷりぬった生地にきび糖が合わせてあり、より軽い食べ心地になったそう😋
紅茶いちごクレープは生地に紅茶が練りこんであり、ふわっと広がる紅茶の風味がすごく良かったです😌🫖
添えてあるのはどちらもフルーツサンドと同じミルキークリームです！
.
｢パフェ｣はHOC( @hoc_cheesecake )さんオリジナルのホワイトチョコチーズケーキがどんっとのっています🧀
グラスの中はミルクジェラートや八角苺ジャム、ココナッツムースやライム、ジュレなど7種類で構成されていて、少し大人な味わい！
｢アフォガード｣は、すっきりとしたミルクジェラートに自家製いちごジャムや自家製エスプレッソをお好みで合わせて楽しめます🥰
.
どれも本当においしかったから、ぜひいろいろ食べてみてほしいです🤤🩷
.
#福岡カフェ #福岡グルメ #福岡ランチ #春吉カフェ #福岡観光 #meicafe",chippachapus,2024-01-16_11-23-37_UTC.mp4,Mei cafe,Japan,"Mei cafe, Fukuoka・中央区春吉, Fukuoka",
https://www.instagram.com/reel/C2KSXdUr_j3/3281516055363582199,"제주도 1-20만원대 가성비 숙소 모음집❤️

가격이 부담스럽지 않으면서, 아주아주 제주스러운 감성을 가진 나만 알고 싶은 가성비 숙소 3곳 소개합니다🤫 

여기라면 추운 겨울도 따뜻한 하루가 될거에요. 언젠가 제주에 갈 나를 위해 저장해뒀다 좋아하는 사람과 함께 가보세요💫

📍발트하우스 @jejucafe_eos 
🏡슈퍼마리오 버섯이 생각나는 동화 속 숙소
🛌정원, 개별마당, 바베큐장, 온수자쿠지, 조식 등
🙆🏻‍♀️맛있는 조식에 이색적인 분위기를 좋아한다면 추천

📍클라우드애월 @cloudaewol 
🏡애월 핫플에서 5분거리, 제주 돌집 숙소
🛌야외온수풀, 자쿠지, 앞마당, 뒷마당 등
🙆🏻‍♀️근처에 애월 바다와 핫플이 있어 뚜벅이에게도 추천

📍하가리집 @haga_ri_house
🏡나만 알고싶은 우리만의 별장 느낌 숙소
🛌개별마당, 빔프로젝터, 욕조, 불멍 등
🙆🏻‍♀️제주스러운 숙소를 찾고있는 커플에게 추천",byeonnoodle,2024-01-16_12-19-06_UTC.mp4,발트하우스,South Korea,"발트하우스,@jejucafe_eos,Jeju",
https://www.instagram.com/reel/C2KSXdUr_j3/3281516055363582199,"제주도 1-20만원대 가성비 숙소 모음집❤️

가격이 부담스럽지 않으면서, 아주아주 제주스러운 감성을 가진 나만 알고 싶은 가성비 숙소 3곳 소개합니다🤫 

여기라면 추운 겨울도 따뜻한 하루가 될거에요. 언젠가 제주에 갈 나를 위해 저장해뒀다 좋아하는 사람과 함께 가보세요💫

📍발트하우스 @jejucafe_eos 
🏡슈퍼마리오 버섯이 생각나는 동화 속 숙소
🛌정원, 개별마당, 바베큐장, 온수자쿠지, 조식 등
🙆🏻‍♀️맛있는 조식에 이색적인 분위기를 좋아한다면 추천

📍클라우드애월 @cloudaewol 
🏡애월 핫플에서 5분거리, 제주 돌집 숙소
🛌야외온수풀, 자쿠지, 앞마당, 뒷마당 등
🙆🏻‍♀️근처에 애월 바다와 핫플이 있어 뚜벅이에게도 추천

📍하가리집 @haga_ri_house
🏡나만 알고싶은 우리만의 별장 느낌 숙소
🛌개별마당, 빔프로젝터, 욕조, 불멍 등
🙆🏻‍♀️제주스러운 숙소를 찾고있는 커플에게 추천",byeonnoodle,2024-01-16_12-19-06_UTC.mp4,클라우드애월,South Korea,"클라우드애월,@cloudaewol,Jeju",
https://www.instagram.com/reel/C2KSXdUr_j3/3281516055363582199,"제주도 1-20만원대 가성비 숙소 모음집❤️

가격이 부담스럽지 않으면서, 아주아주 제주스러운 감성을 가진 나만 알고 싶은 가성비 숙소 3곳 소개합니다🤫 

여기라면 추운 겨울도 따뜻한 하루가 될거에요. 언젠가 제주에 갈 나를 위해 저장해뒀다 좋아하는 사람과 함께 가보세요💫

📍발트하우스 @jejucafe_eos 
🏡슈퍼마리오 버섯이 생각나는 동화 속 숙소
🛌정원, 개별마당, 바베큐장, 온수자쿠지, 조식 등
🙆🏻‍♀️맛있는 조식에 이색적인 분위기를 좋아한다면 추천

📍클라우드애월 @cloudaewol 
🏡애월 핫플에서 5분거리, 제주 돌집 숙소
🛌야외온수풀, 자쿠지, 앞마당, 뒷마당 등
🙆🏻‍♀️근처에 애월 바다와 핫플이 있어 뚜벅이에게도 추천

📍하가리집 @haga_ri_house
🏡나만 알고싶은 우리만의 별장 느낌 숙소
🛌개별마당, 빔프로젝터, 욕조, 불멍 등
🙆🏻‍♀️제주스러운 숙소를 찾고있는 커플에게 추천",byeonnoodle,2024-01-16_12-19-06_UTC.mp4,하가리집,South Korea,"하가리집,@haga_ri_house,Jeju",
https://www.instagram.com/reel/C2KpTvUvbB2/3281616954883682422,"I know you want to go there maybe around end of March!

👉First thing first, please download naver or kakao map

📍Starbucks the bukhansan / @starbuckskorea 
:24-11 Daeseomun-gil, Eunpyeong-gu, Seoul
서울특별시 은평구 대서문길 24-11 (진관동)

📍Cafe Pokpo / @cafe.pokpo 
: 262-29 Yeonhui-ro, Seodaemun-gu, Seoul
서대문구 연희로 262-24

📍Gaeppul
: 26 Naksanseonggwakseo 1-gil, Jongno-gu, Seoul
종로구 낙산성곽길 14",ucankorea,2024-01-16_15-34-35_UTC.mp4,Starbucks the bukhansan,Cafe,"Starbucks the bukhansan,24-11 Daeseomun-gil, Eunpyeong-gu, Seoul,South Korea",no
https://www.instagram.com/reel/C2KpTvUvbB2/3281616954883682422,"I know you want to go there maybe around end of March!

👉First thing first, please download naver or kakao map

📍Starbucks the bukhansan / @starbuckskorea 
:24-11 Daeseomun-gil, Eunpyeong-gu, Seoul
서울특별시 은평구 대서문길 24-11 (진관동)

📍Cafe Pokpo / @cafe.pokpo 
: 262-29 Yeonhui-ro, Seodaemun-gu, Seoul
서대문구 연희로 262-24

📍Gaeppul
: 26 Naksanseonggwakseo 1-gil, Jongno-gu, Seoul
종로구 낙산성곽길 14",ucankorea,2024-01-16_15-34-35_UTC.mp4,Cafe Pokpo,Cafe,"Cafe Pokpo,262-29 Yeonhui-ro, Seodaemun-gu, Seoul,South Korea",no
https://www.instagram.com/reel/C2KpTvUvbB2/3281616954883682422,"I know you want to go there maybe around end of March!

👉First thing first, please download naver or kakao map

📍Starbucks the bukhansan / @starbuckskorea 
:24-11 Daeseomun-gil, Eunpyeong-gu, Seoul
서울특별시 은평구 대서문길 24-11 (진관동)

📍Cafe Pokpo / @cafe.pokpo 
: 262-29 Yeonhui-ro, Seodaemun-gu, Seoul
서대문구 연희로 262-24

📍Gaeppul
: 26 Naksanseonggwakseo 1-gil, Jongno-gu, Seoul
종로구 낙산성곽길 14",ucankorea,2024-01-16_15-34-35_UTC.mp4,Gaeppul,Cafe,"Gaeppul,26 Naksanseonggwakseo 1-gil, Jongno-gu, Seoul,South Korea",no
https://www.instagram.com/reel/C2MDGlVuG05/3282011874995498297,"The cutest day in Seoul 💛💛
.
.
.
#korea #minivlog #dayinmylife #travelvlog #seoulkorea #koreavlog",anniedayoonn,2024-01-17_04-39-19_UTC.mp4,Shawnino,Restaurant,"Shawnino, Seoul, Korea",No
https://www.instagram.com/reel/C2MDGlVuG05/3282011874995498297,"The cutest day in Seoul 💛💛
.
.
.
#korea #minivlog #dayinmylife #travelvlog #seoulkorea #koreavlog",anniedayoonn,2024-01-17_04-39-19_UTC.mp4,HYBE,Building/Landmark,"HYBE, Seoul, Korea",No
https://www.instagram.com/reel/C2M0e6byMMB/3282229051192296193,"🍓🥞いちごシリーズが登場！ぷるぷる＆ふわふわの｢いちごパンケーキ｣🥞🍓
福岡・久留米にある【カフェスタンド10.8(@cafestand_10.8)】さん
.
︎︎︎︎☑︎いちご大福パンケーキ(ドリンクセット)／1,500円
︎︎︎︎☑︎いちご抹茶大福パンケーキ(ドリンクセット)／1,500円
※パンケーキ単品は1,200円
︎︎︎︎☑︎ミルクリームパンケーキ／各500円
※チョコソース30円、キャラメルソース30円
.
大人気の｢パンケーキ専門店｣のいちごパンケーキシリーズ❣️🍓
パンケーキ生地はふわふわのメレンゲをたっぷり合わせていて、焼き上がりは弾けそうなくらいフワフワ！！
しゅわ〜っと溶けていくような食感や少しとろっとした柔らかさもあり、とてもおいしかったです😍🥞
.
｢いちご大福パンケーキ｣は、パンケーキの上に求肥がのっていて本当に大福を食べているかのような感じ🥰
パンケーキの中にチョコソース、求肥の下にチョコクリームがのせてあり、食べた瞬間にチョコのおいしさも広がりましたよ🍫♡
ぷるしゅわ生地にチョコのほろ苦さや甘さが相性抜群でした！
別添えでチョコソースもついてるから、お好みでかけて食べれるのも嬉しい🤤💓
.
｢いちご抹茶大福パンケーキ｣も抹茶ソースや抹茶クリーム、求肥には抹茶パウダーがたっぷりとかかっていて抹茶づくし🍵
抹茶の濃厚な味わいがすごく良かったです☺️💚
.
ワンハンドで食べれる｢ミルクリームパンケーキ｣もおすすめ！
パンケーキの中にミルククリームが入っていて、ミルキーな甘さがたまらなかったです😋♪
今回はチョコソースとキャラメルソースを追加してトッピングも楽しみましたよ🙌
.
#福岡カフェ #福岡グルメ #福岡ランチ #久留米カフェ #カフェスタンド10_8",chippachapus,2024-01-17_11-51-48_UTC.mp4,Cafe stand 10.8,Japan,"Cafe stand 10.8, 久留米",
https://www.instagram.com/reel/C2M8geMPozb/3282264342677851355,"Here’s another @michelinguide spot you have to try! This time we’re checking out Shih Chia Tangyuan in Taipei. 

This spot specializes in tangyuan, a rice ball similar to mochi, which is traditionally served sweet, but they’re doing something different and making it savory. 

We gotta admit we had our doubts at first.. but it turned out to be so delicious. The outer layer is soft and chewy while the inside is super flavorful. A little weird but in the best way 🤣

But try it for yourself and let us know what you think! 

Shih Chia Big Rice Ball 施家鮮肉湯圓
No. 58號, Section 3, Yanping N Rd, Datong District, Taipei City, 103

#michelinguide #exploretaipei #taipeifoodie #taiwanesefood",suzyandaustin,2024-01-17_13-00-51_UTC.mp4,Shih Chia Big Rice Ball,Taiwan,"Shih Chia Big Rice Ball, No. 58, Section 3, Yanping N Rd, Datong District, Taipei City",
https://www.instagram.com/reel/C2NSem2LkJY/3282360971555652184,"KOREA’S DESIGNER CHICKEN: PURADAK CHICKEN ⬇️

The best part about being in Korea would be the 24/7 deliveries, especially food !! I’ve seen ads for this rather newer Korean chicken brand all over the subway stations & tv throughout my stay, @puradak_official 🍗

If you’ve never heard of it, the name comes from Pura (pure) and Dak (Chicken in Korean) and the chicken brand sets itself unique to be a “designer/ luxury” chicken brand and that’s the concept they go by which is why the price point may be slightly higher and the packaging is also different than what you may see in regular chicken brands. The Black Aglio flavor is the most popular on the menu! The logo used to actually be very similar to Prada in its earlier days which is when it became well-known but it’s now changed to what you see in the reel!

My thoughts? 👍👍👍👍 out of 5. Try it if you’re in the country & haven’t had it yet :)

#koreanfood #koreanchicken #puradak #푸라닭 #푸라닭치킨 #visitkorea #koreatravelguide #koreanculture",crystallizedcho,2024-01-17_16-13-00_UTC.mp4,PURADAK,Restaurant,"PURADAK, , Korea",no
https://www.instagram.com/reel/C2Nv-EHy7w_/3282490676642298943,"3 Popular Night Markets in Seoul, Korea (Review) #seoul #foodvlogger #foodvlog #koreanfood #streetfood #korea #nightmarket #travelvlog #travelvlogger",fomoyolotravel,2024-01-17_20-34-12_UTC.mp4,Myeongdong Market,South Korea,"Myeongdong Market, Myeongdong 3-ga, Seoul",
https://www.instagram.com/reel/C2Nv-EHy7w_/3282490676642298943,"3 Popular Night Markets in Seoul, Korea (Review) #seoul #foodvlogger #foodvlog #koreanfood #streetfood #korea #nightmarket #travelvlog #travelvlogger",fomoyolotravel,2024-01-17_20-34-12_UTC.mp4,Mangwon Market,South Korea,"Mangwon Market, Mangwon subway station, Seoul",
https://www.instagram.com/reel/C2Nv-EHy7w_/3282490676642298943,"3 Popular Night Markets in Seoul, Korea (Review) #seoul #foodvlogger #foodvlog #koreanfood #streetfood #korea #nightmarket #travelvlog #travelvlogger",fomoyolotravel,2024-01-17_20-34-12_UTC.mp4,Gwangjang Market,South Korea,"Gwangjang Market,  Seoul",
